BERT-Base Model,T&A Link,F2-PPS,F1-PPS,TPR,FNR,PPV,FDR,AUC-PR,BA,AUC-ROC,G-Mean,MCC,Log-Loss,BS,TNR,FPR,NPV,FOR,Accuracy,Weighted F1-Score,Weighted Precision,Weighted Recall,Macro F1-Score,Macro Precision,Macro Recall
BiomedNLP-BiomedBERT-base-uncased-abstract,text-concatenation-hidden-states,0.8807122037317567,0.8897295987946527,0.8770562770562771,0.12294372294372291,0.9158457944172229,0.08415420558277702,0.9591897508455951,0.927910489525892,0.9862927711100699,0.9247267402960262,0.8700749087642764,0.10898770549668095,0.031276388530529685,0.9787647019955068,0.021235298004493187,0.9725659687689004,0.027434031231099564,0.9597527815252137,0.9592563579301304,0.9618484298892488,0.9597527815252137,0.9325254689036174,0.9442058815930617,0.927910489525892
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-1090-hidden-states,0.8802089288101025,0.8883273904065012,0.8770562770562772,0.12294372294372291,0.9115247186675759,0.08847528133242417,0.9523482547902555,0.9273827961790497,0.9836572911619164,0.9244725335501872,0.8676046174728297,0.11576698500136522,0.031791135251135014,0.9777093153018223,0.02229068469817776,0.9724304302576501,0.02756956974235006,0.9588607208650887,0.9585385448882875,0.961002413887044,0.9588607208650887,0.9315311357237548,0.9419775744626129,0.9273827961790497
pubmedbert-base-embeddings,vector-concatenation-classification-token,0.8795592362791117,0.8923266711857755,0.8731601731601731,0.1268398268398268,0.923884052455481,0.07611594754451896,0.9583090493535777,0.9269866215344936,0.9856866537717602,0.9238840543279542,0.8727581658834384,0.11474463530228027,0.031234817603678168,0.9808130699088147,0.019186930091185408,0.9714673926925073,0.028532607307492852,0.9606035837694762,0.9601074763276316,0.9624309075835074,0.9606035837694762,0.9340817613540285,0.9476757225739938,0.9269866215344936
BioLinkBERT-base,vector-weighted-average-1090-hidden-states,0.8791228539798619,0.8784987753278044,0.8822510822510821,0.11774891774891774,0.8884805825982296,0.11151941740177033,0.9470886136470553,0.926444653352609,0.9798701298701301,0.9233393475903959,0.8554099360325221,0.13093284191614032,0.03617542532198885,0.9706382244541357,0.029361775545864357,0.9733474743435399,0.026652525656460258,0.9540210354446411,0.9539898019786406,0.9573072914926105,0.9540210354446411,0.9250155206407742,0.9309140284708849,0.926444653352609
pubmedbert-base-embeddings,vector-weighted-average-4060-classification-token,0.8764489075882512,0.8851593300334719,0.8727272727272726,0.12727272727272723,0.9097735597735598,0.09022644022644023,0.9578336873131399,0.925250414479138,0.984629348193178,0.921558051104873,0.8639958857768993,0.11789403818577192,0.03351817781536661,0.9777735562310029,0.02222644376899697,0.9713893689236008,0.02861063107639907,0.9580545948936239,0.9575349032944024,0.959825475590527,0.9580545948936239,0.9297118441428738,0.9405814643485804,0.925250414479138
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-4060-hidden-states,0.8751531106906922,0.8891361583581263,0.8688311688311688,0.13116883116883113,0.9277037777037778,0.07229622229622229,0.9600135102092201,0.92529612565459,0.9870276205960755,0.9209337362721502,0.8718187619087526,0.11335274150327658,0.031613259943175015,0.9817610824780113,0.018238917521988748,0.9710027658479804,0.02899723415201949,0.9605603722925079,0.9596096229492546,0.9628136285628957,0.9605603722925079,0.93254192910228,0.9493532717758791,0.92529612565459
pubmedbert-base-embeddings,vector-sum-classification-token,0.8742964153400101,0.8729374065693124,0.8770562770562771,0.12294372294372291,0.8789268932126074,0.12107310678739253,0.9554158061771623,0.9238683584890799,0.9835089363303979,0.9203471839508565,0.8480009114667455,0.12011008007193456,0.033810412431212286,0.970680439921883,0.029319560078116973,0.9722903510258044,0.027709648974195495,0.9531279982539634,0.9527591292220231,0.9547716865950017,0.9531279982539634,0.922065939925386,0.9256086221192058,0.9238683584890799
pubmedbert-base-embeddings,vector-average-classification-token,0.8742964153400101,0.8729374065693124,0.8770562770562771,0.12294372294372291,0.8789268932126074,0.12107310678739253,0.9554158061771623,0.9238683584890799,0.9835089363303979,0.9203471839508565,0.8480009114667455,0.12011008007193456,0.033810412431212286,0.970680439921883,0.029319560078116973,0.9722903510258044,0.027709648974195495,0.9531279982539634,0.9527591292220231,0.9547716865950017,0.9531279982539634,0.922065939925386,0.9256086221192058,0.9238683584890799
pubmedbert-base-embeddings,vector-weighted-average-3070-classification-token,0.8742314177023267,0.8790405982331448,0.8727272727272728,0.12727272727272723,0.8939922511351083,0.10600774886489173,0.9543858375112647,0.9232346258942005,0.9837838875072917,0.920685772389675,0.8545286912426161,0.1209273191648082,0.03425449679872188,0.973741979061128,0.026258020938872004,0.9710892120089009,0.02891078799109911,0.9547983537647937,0.9546771975465472,0.9565964603778182,0.9547983537647937,0.9255993026046697,0.9325407315720045,0.9232346258942005
pubmedbert-base-embeddings,vector-weighted-average-2080-classification-token,0.8720263988221619,0.872690226727494,0.8727272727272728,0.12727272727272723,0.8786139786139786,0.12138602138602138,0.9421079932761879,0.9216933024576411,0.97996897747129,0.9194113302697082,0.8455869990649012,0.1312714761253466,0.037699625499736544,0.9706593321880093,0.029340667811990656,0.9709221955819022,0.029077804418097788,0.9523069801915659,0.9522208740179917,0.9535195952543951,0.9523069801915659,0.9216571837067633,0.9247680870979406,0.9216933024576411
pubmedbert-base-embeddings,vector-sum-hidden-states,0.8719459330527014,0.8735527562529851,0.8735930735930734,0.12640692640692638,0.888024938024938,0.11197506197506198,0.9367750749163638,0.9221477694881951,0.9728805332297468,0.9189899861979899,0.8496774424612534,0.14850214245665178,0.03924521629875713,0.9707024653833165,0.02929753461668356,0.9712571940682405,0.028742805931759464,0.9523497034032579,0.9523153614829807,0.9557261599583372,0.9523497034032579,0.9220489882960249,0.9296410660465894,0.9221477694881951
pubmedbert-base-embeddings,vector-average-hidden-states,0.8719459330527014,0.8735527562529851,0.8735930735930734,0.12640692640692638,0.888024938024938,0.11197506197506198,0.9367750749163638,0.9221477694881951,0.9728805332297468,0.9189899861979899,0.8496774424612534,0.14850214245665178,0.03924521629875713,0.9707024653833165,0.02929753461668356,0.9712571940682405,0.028742805931759464,0.9523497034032579,0.9523153614829807,0.9557261599583372,0.9523497034032579,0.9220489882960249,0.9296410660465894,0.9221477694881951
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-weighted-average-3070-hidden-states,0.8712727937044973,0.8851768199594287,0.8645021645021644,0.13549783549783548,0.9210326710326711,0.07896732896732897,0.9642320901439341,0.9226144840101824,0.9885251183701691,0.9185720619235359,0.8657052396864441,0.10894492738636447,0.030605327760690883,0.9807268035182004,0.01927319648179963,0.9698493830817204,0.030150616918279593,0.9589183361677132,0.9580311823765315,0.9605982631750335,0.9589183361677132,0.9300507970160603,0.9454410270571957,0.9226144840101824
BioLinkBERT-base,text-concatenation-hidden-states,0.8697079801075221,0.8677295720081714,0.8735930735930735,0.12640692640692638,0.8783050283050283,0.1216949716949717,0.9532620616234062,0.9216306300082896,0.9827565165331122,0.9175028658976233,0.8439850387367749,0.12390576182996667,0.03559440343090947,0.9696681864235056,0.03033181357649442,0.9715786891778622,0.028421310822137953,0.9515286853408604,0.9509969414423394,0.9541846529674616,0.9515286853408604,0.9189848747155054,0.9249418587414452,0.9216306300082896
S-PubMedBert-MS-MARCO,vector-weighted-average-3070-hidden-states,0.8694573763001584,0.8662309453286897,0.8735930735930735,0.12640692640692638,0.8689395260823832,0.13106047391761677,0.9500396261651003,0.9200787527047934,0.981098049345043,0.9176864944736232,0.8386164553519111,0.1312059891762419,0.036594164156136304,0.9665644318165134,0.03343556818348677,0.9710288210404788,0.028971178959521202,0.949065631153668,0.9492693524749801,0.951866049543419,0.949065631153668,0.9173613573594198,0.919984173561431,0.9200787527047934
BioLinkBERT-base,vector-concatenation-classification-token,0.867949471470572,0.8748376446480403,0.864935064935065,0.13506493506493503,0.8931087431087431,0.10689125689125686,0.9463766454522757,0.9198340948803483,0.9822456259435908,0.9167718315348203,0.8498162694384168,0.13775938283945025,0.03662425198318955,0.9747331248256318,0.02526687517436823,0.9693326030469455,0.0306673969530546,0.9540190823835353,0.9535986042142697,0.9551121304676338,0.9540190823835353,0.9233211618866961,0.9312206730778443,0.9198340948803483
pubmedbert-base-embeddings,vector-weighted-average-3070-hidden-states,0.8678151122779442,0.8690287464887009,0.8692640692640692,0.13073593073593073,0.8796779939637082,0.12032200603629176,0.9369467801803213,0.9194555739768507,0.9754565277460744,0.9162697429254918,0.8428693133874544,0.1414020028176803,0.038126969040409596,0.9696470786896321,0.030352921310368125,0.9701572618062494,0.029842738193750447,0.950664944066771,0.9506640653167399,0.9533015538680134,0.950664944066771,0.9192803782406254,0.9249176278849789,0.9194555739768507
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-sum-classification-token,0.8664012720800756,0.8658671948080252,0.8688311688311688,0.13116883116883113,0.8738082023796311,0.12619179762036903,0.9380686848584868,0.9187430920143685,0.9804513851345489,0.9156585035848058,0.8391634048584076,0.15656289553162384,0.038402773995096534,0.9686550151975685,0.0313449848024316,0.9702057267997723,0.02979427320022763,0.9498578415647533,0.9497467086235025,0.9522082836162472,0.9498578415647533,0.9174902481980031,0.9220069645897017,0.9187430920143685
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-average-classification-token,0.8664012720800756,0.8658671948080252,0.8688311688311688,0.13116883116883113,0.8738082023796311,0.12619179762036903,0.9380686848584868,0.9187430920143685,0.9804513851345489,0.9156585035848058,0.8391634048584076,0.15656289553162384,0.038402773995096534,0.9686550151975685,0.0313449848024316,0.9702057267997723,0.02979427320022763,0.9498578415647533,0.9497467086235025,0.9522082836162472,0.9498578415647533,0.9174902481980031,0.9220069645897017,0.9187430920143685
biobert-base-cased-v1.2,vector-concatenation-hidden-states,0.8663074734446777,0.8801480781637695,0.8601731601731601,0.1398268398268398,0.916791145362574,0.08320885463742607,0.9428658761745679,0.9194152440220895,0.9777029412667712,0.9150912675033892,0.8597814893805259,0.13801556872134488,0.03671446983448281,0.978657327871019,0.021342672128981093,0.9688401454439609,0.031159854556039132,0.9564125587688291,0.9557531143652728,0.9590063231932369,0.9564125587688291,0.9267114806179053,0.9428156454032675,0.9194152440220895
pubmedbert-base-embeddings,vector-weighted-average-4060-hidden-states,0.8656504152905433,0.8705607421527658,0.8649350649350648,0.13506493506493505,0.8900105185819471,0.10998948141805284,0.9372573672942301,0.9183253507721593,0.9740300287131926,0.9148235020404065,0.84596325458207,0.14423159132280308,0.038345368925397035,0.9717156366092536,0.028284363390746376,0.9692902707107381,0.03070972928926194,0.95154260090124,0.9513826224765667,0.9544793616466462,0.95154260090124,0.9203293818389306,0.9296503946463427,0.9183253507721593
scibert-scivocab-uncased,vector-weighted-average-3070-hidden-states,0.8652449447323007,0.8641996012051587,0.8688311688311691,0.13116883116883113,0.8750779643636785,0.12492203563632136,0.934501701601935,0.9182039270730298,0.9749635912448122,0.9144984179254612,0.838656306472335,0.14103015841875322,0.0385356664967469,0.9675766853148908,0.03242331468510932,0.9703836136423748,0.029616386357625195,0.9490363352370794,0.9489582218568346,0.9525009817633914,0.9490363352370794,0.9163675043867764,0.9227307890030267,0.9182039270730298
S-PubMedBert-MS-MARCO,vector-concatenation-hidden-states,0.8651194346304765,0.8743885641074265,0.8606060606060604,0.13939393939393938,0.8973415473415474,0.10265845265845266,0.955135384641637,0.9181445167280041,0.9818890971296151,0.9149925072333926,0.8496387136179075,0.12416648439525806,0.03390573636726963,0.975682972849948,0.024317027150052135,0.9683728747802073,0.031627125219792634,0.9539634201420167,0.9534699446046124,0.9551038872186732,0.9539634201420167,0.9230854555763457,0.9328572110608775,0.9181445167280041
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-sum-hidden-states,0.8646130717275957,0.8740863467408091,0.8606060606060607,0.13939393939393938,0.9012080512080513,0.09879194879194879,0.9569433403050253,0.9186616562079097,0.985961738436299,0.9141220838419377,0.8516153175343997,0.11882036469937268,0.03313709133568817,0.9767172518097589,0.023282748190241252,0.9688347232495335,0.031165276750466424,0.954841565241762,0.953904312767622,0.956111280664959,0.954841565241762,0.9232575007815201,0.9350213872287922,0.9186616562079097
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-average-hidden-states,0.8646130717275957,0.8740863467408091,0.8606060606060607,0.13939393939393938,0.9012080512080513,0.09879194879194879,0.9569433403050253,0.9186616562079097,0.985961738436299,0.9141220838419377,0.8516153175343997,0.11882036469937268,0.03313709133568817,0.9767172518097589,0.023282748190241252,0.9688347232495335,0.031165276750466424,0.954841565241762,0.953904312767622,0.956111280664959,0.954841565241762,0.9232575007815201,0.9350213872287922,0.9186616562079097
scibert-scivocab-uncased,vector-weighted-average-4060-hidden-states,0.8632761187296254,0.8667323509853749,0.8645021645021645,0.13549783549783548,0.8886264529121674,0.11137354708783279,0.9311801600768717,0.9170530549982446,0.9705833276601086,0.913315756506563,0.8431664567649471,0.1534765983816651,0.04026635976529105,0.9696039454943249,0.030396054505675223,0.9694927951696689,0.030507204830331182,0.949871757125133,0.9498315654271046,0.9543402264092139,0.949871757125133,0.9178713911459985,0.9290596240409181,0.9170530549982446
BioLinkBERT-base,vector-sum-classification-token,0.8628726928178562,0.8690651482838471,0.8606060606060607,0.13939393939393938,0.8874741660455945,0.11252583395440538,0.9444411064638099,0.9166568803536889,0.9828207407763374,0.9133687757847587,0.8430741094134747,0.13424859869758848,0.03852239720014434,0.9727077001013171,0.02729229989868287,0.9682975564423676,0.03170244355763245,0.9515426009012399,0.9511925511191445,0.9531667409503956,0.9515426009012399,0.9196456345857639,0.9278858612439811,0.9166568803536889
BioLinkBERT-base,vector-average-classification-token,0.8628726928178562,0.8690651482838471,0.8606060606060607,0.13939393939393938,0.8874741660455945,0.11252583395440538,0.9444411064638099,0.9166568803536889,0.9828207407763374,0.9133687757847587,0.8430741094134747,0.13424859869758848,0.03852239720014434,0.9727077001013171,0.02729229989868287,0.9682975564423676,0.03170244355763245,0.9515426009012399,0.9511925511191445,0.9531667409503956,0.9515426009012399,0.9196456345857639,0.9278858612439811,0.9166568803536889
pubmedbert-base-embeddings,vector-concatenation-hidden-states,0.862397381806838,0.8703931688158562,0.8601731601731601,0.1398268398268398,0.9009559223844938,0.0990440776155062,0.9469128019493573,0.9169575696171441,0.9814393105096157,0.9123449647791617,0.848555356346202,0.1341998518497622,0.03769520692722537,0.9737419790611282,0.02625802093887201,0.968656792901041,0.031343207098958936,0.9524063421753292,0.9518202570301458,0.9558957331816312,0.9524063421753292,0.9205464877719882,0.9348063576427675,0.9169575696171441
pubmedbert-base-embeddings,abstract-text-hidden-states,0.861323879186188,0.8658124937791495,0.8601731601731601,0.1398268398268398,0.8822757929900785,0.11772420700992127,0.9407679239334582,0.9159228317935534,0.9812657598850937,0.912135587822401,0.8396093277030848,0.13702445635714253,0.03825808055391105,0.9716725034139466,0.028327496586053463,0.9683514326247951,0.03164856737520493,0.9506932634528068,0.9502227943337453,0.9522477338898925,0.9506932634528068,0.9177721165380204,0.925313612807437,0.9159228317935534
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-concatenation-hidden-states,0.861057492663839,0.8729259400655283,0.8558441558441559,0.14415584415584412,0.9046567189424332,0.0953432810575668,0.9612213444041177,0.9162701499600203,0.9876564975778667,0.9118666218367857,0.8503576647277555,0.11278231325812833,0.03209662613467764,0.9766961440758851,0.023303855924114943,0.9678050248776662,0.032194975122333866,0.9539917395280526,0.9532275922081109,0.9559226689727306,0.9539917395280526,0.922376324626062,0.9362308719100495,0.9162701499600203
all-mpnet-base-v2,text-concatenation-hidden-states,0.860845994919386,0.8649778345103615,0.8597402597402597,0.14025974025974025,0.8792873792873793,0.12071262071262072,0.9299133746633528,0.915231916428725,0.969537668878557,0.9120185355323355,0.837595835184567,0.1498444802842926,0.03969564624747588,0.9707235731171903,0.029276426882809858,0.9681449974083873,0.03185500259161269,0.9498851844202362,0.9496573430675189,0.951521241543792,0.9498851844202362,0.9170853019796927,0.9237161883478832,0.915231916428725
S-PubMedBert-MS-MARCO,text-concatenation-classification-token,0.8601759241315238,0.8568932597798241,0.8653679653679653,0.1346320346320346,0.8632178667892954,0.13678213321070465,0.9406014269008827,0.9149745939639554,0.9768505725952533,0.9116658633813989,0.8291066230004934,0.13902734419600526,0.039020205196654716,0.964581222559946,0.035418777440054026,0.9692685174594043,0.03073148254059564,0.9457527512527667,0.9458793591578095,0.9495374866258733,0.9457527512527667,0.9116682733858138,0.9162431921243498,0.9149745939639554
S-PubMedBert-MS-MARCO,vector-weighted-average-4060-hidden-states,0.8594029003720846,0.8553321202062621,0.864935064935065,0.13506493506493505,0.8591271162699734,0.14087288373002657,0.9441311441505721,0.9137234059239147,0.9792224478163424,0.9112101260958729,0.8259028542521879,0.1393882052383805,0.03904134331250837,0.9625117469127648,0.03748825308723551,0.968942776727712,0.031057223272288076,0.9440963113023157,0.9446156517109581,0.9483887379538681,0.9440963113023157,0.9103006985849643,0.9140349464988428,0.9137234059239147
SapBERT-from-PubMedBERT-fulltext,vector-weighted-average-4060-hidden-states,0.8581591198726256,0.859099986134965,0.8593073593073594,0.14069264069264067,0.8677526177526177,0.13224738224738225,0.9267276027199254,0.9134746016394951,0.9720545116821714,0.9102784474902783,0.8301314473029706,0.1542900580210817,0.042045653235577185,0.9676418439716313,0.0323581560283688,0.9680610808997695,0.03193891910023043,0.9473515759005928,0.9472977991710859,0.9493758879225457,0.9473515759005928,0.9133333379131786,0.9179068493261937,0.9134746016394951
S-PubMedBert-MS-MARCO,vector-weighted-average-2080-hidden-states,0.8571456298433934,0.8550885117933172,0.8606060606060604,0.13939393939393938,0.8603555174983746,0.13964448250162537,0.9454896089100758,0.9125505083876962,0.9796180384524511,0.9098687708829093,0.8251538532428377,0.13580052434753748,0.03815381459136317,0.9644949561693318,0.03550504383066824,0.9679818330133692,0.032018166986630785,0.9448890099786773,0.9450720476836425,0.9477984698764429,0.9448890099786773,0.9105042332008926,0.9141686752558718,0.9125505083876962
scibert-scivocab-uncased,text-concatenation-hidden-states,0.8567320010990843,0.8618792779629655,0.8558441558441559,0.14415584415584412,0.8804079518365232,0.11959204816347675,0.930630444315778,0.912162401402688,0.9767979617771477,0.9092119538688512,0.8341547838423891,0.1431588656453282,0.040784255228090635,0.9684806469612206,0.03151935303877951,0.9670522540156192,0.032947745984380626,0.947322768249281,0.9474947295808105,0.9507222012142129,0.947322768249281,0.9146099756530414,0.9237301029260714,0.912162401402688
SapBERT-from-PubMedBERT-fulltext,vector-sum-hidden-states,0.8562450302037719,0.8545287990858438,0.8593073593073594,0.14069264069264067,0.8594812594812595,0.14051874051874053,0.9237496444386505,0.9124614304135579,0.9706015320377022,0.9088442026335466,0.8248872141796126,0.15618772975275524,0.04167247863437305,0.965615501519757,0.03438449848024316,0.9681133501665794,0.031886649833420586,0.9457100280410745,0.945608027457815,0.9478464094216864,0.9457100280410745,0.9105402802626995,0.9137973048239194,0.9124614304135579
SapBERT-from-PubMedBERT-fulltext,vector-average-hidden-states,0.8562450302037719,0.8545287990858438,0.8593073593073594,0.14069264069264067,0.8594812594812595,0.14051874051874053,0.9237496444386505,0.9124614304135579,0.9706015320377022,0.9088442026335466,0.8248872141796126,0.15618772975275524,0.04167247863437305,0.965615501519757,0.03438449848024316,0.9681133501665794,0.031886649833420586,0.9457100280410745,0.945608027457815,0.9478464094216864,0.9457100280410745,0.9105402802626995,0.9137973048239194,0.9124614304135579
all-mpnet-base-v2,vector-weighted-average-3070-hidden-states,0.856214467822375,0.8602262840739469,0.8554112554112553,0.14458874458874457,0.8753167467453182,0.12468325325468181,0.9264555496224005,0.9125713825181911,0.9651275207473172,0.908787188486274,0.8323186074789093,0.15553044413135622,0.040847645825529966,0.9697315096251268,0.030268490374873346,0.9672286747834239,0.03277132521657622,0.9482575521210974,0.9479555413513386,0.950031001512029,0.9482575521210974,0.9142131688368991,0.921272710764371,0.9125713825181911
BiomedNLP-BiomedBERT-base-uncased-abstract,vector-concatenation-classification-token,0.8553013996790414,0.8576821086726285,0.8567099567099568,0.14329004329004327,0.8750289393146536,0.1249710606853464,0.928558022947959,0.9126820270899826,0.9801808223639861,0.9081181099681471,0.831646745005492,0.16749205924371896,0.04038873362609867,0.9686540974700086,0.03134590252999133,0.9676904725004696,0.03230952749953042,0.9474802338009448,0.9469331569614854,0.9502578524835477,0.9474802338009448,0.9126898943772795,0.9213597059075616,0.9126820270899826
pubmedbert-base-embeddings,vector-weighted-average-2080-hidden-states,0.8549667961397897,0.8625042278196905,0.8519480519480519,0.14805194805194802,0.883980833980834,0.11601916601916602,0.9353595791193796,0.9118001826778424,0.9760777792461417,0.9080257072572366,0.8353113254045226,0.14228394701102318,0.03915802567721235,0.9716523134076327,0.028347686592367437,0.9662442607009712,0.03375573929902877,0.9490089923815969,0.9487079694491977,0.9509548359667942,0.9490089923815969,0.9155731782737129,0.9251125473409025,0.9118001826778424
all-mpnet-base-v2,abstract-text-hidden-states,0.8532827218160834,0.8598117572619044,0.851082251082251,0.1489177489177489,0.8802623302623303,0.11973766973766972,0.9216394417973732,0.9108923582327836,0.9666527672656254,0.9070696598890114,0.8324576486280139,0.1605225563315257,0.04221997307120024,0.9707024653833165,0.029297534616683545,0.9663336807599017,0.033666319240098254,0.9482292327350618,0.9478853233403015,0.9502588564427628,0.9482292327350618,0.9140033439438311,0.9232980055111158,0.9108923582327836
BiomedNLP-BiomedBERT-base-uncased-abstract,abstract-text-hidden-states,0.853000041017989,0.8649289010845074,0.8471861471861472,0.15281385281385276,0.8955710955710956,0.10442890442890441,0.9484778726304859,0.9109385282720156,0.9826587034612009,0.9070851093673851,0.8394882927681214,0.12546286972855367,0.035279670280267544,0.9746909093578844,0.025309090642115607,0.9655056758911956,0.03449432410880451,0.9506932634528069,0.950044921903084,0.9523417357556923,0.9506932634528069,0.9173579001714267,0.9305383857311457,0.9109385282720156
SapBERT-from-PubMedBERT-fulltext,vector-concatenation-hidden-states,0.852185167361373,0.8649289164386372,0.845887445887446,0.1541125541125541,0.8965999608856751,0.10340003911432483,0.9513847036892005,0.9107852093686967,0.9832723127935894,0.9064601018797108,0.8400119397307071,0.12000284162817676,0.033551534475023986,0.975682972849948,0.02431702715005213,0.9656846097762481,0.03431539022375171,0.9514859621291686,0.9506337028691964,0.9526646461882806,0.9514859621291686,0.9176455858781368,0.9311422853309617,0.9107852093686967
